72036 silly lifecycle is-date-object@1.0.1~preinstall: no script for preinstall, continuing
72933 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-builtin-module
72934 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-callable
72935 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-arrow-function
72936 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-date-object
72937 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-dotfile
72938 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-extendable
72939 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-extglob
72940 silly finalize /usr/local/lib/node_modules/nwb/node_modules/extglob
72941 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-generator-function
72942 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-glob
72943 silly finalize /usr/local/lib/node_modules/nwb/node_modules/glob-parent
72944 silly finalize /usr/local/lib/node_modules/nwb/node_modules/glob-base
72945 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-number-object
72946 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-plain-obj
72947 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-posix-bracket
72948 silly finalize /usr/local/lib/node_modules/nwb/node_modules/expand-brackets
72949 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-primitive
72950 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-equal-shallow
72951 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-promise
72952 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-property
72953 silly finalize /usr/local/lib/node_modules/nwb/node_modules/generate-object-property
72954 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-regex
72955 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-stream
72956 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-string
72957 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-svg
72958 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-symbol
72959 silly finalize /usr/local/lib/node_modules/nwb/node_modules/es-to-primitive
72960 silly finalize /usr/local/lib/node_modules/nwb/node_modules/es-abstract
72961 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-typedarray
72962 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-utf8
72963 silly finalize /usr/local/lib/node_modules/nwb/node_modules/isarray
72964 silly finalize /usr/local/lib/node_modules/nwb/node_modules/buffer
72965 silly finalize /usr/local/lib/node_modules/nwb/node_modules/isbinaryfile
72966 silly finalize /usr/local/lib/node_modules/nwb/node_modules/isexe
72967 silly finalize /usr/local/lib/node_modules/nwb/node_modules/isobject
72968 silly finalize /usr/local/lib/node_modules/nwb/node_modules/isparta/node_modules/esprima
72969 silly finalize /usr/local/lib/node_modules/nwb/node_modules/isstream
72970 silly finalize /usr/local/lib/node_modules/nwb/node_modules/istanbul/node_modules/esprima
72971 silly finalize /usr/local/lib/node_modules/nwb/node_modules/istanbul/node_modules/wordwrap
72972 silly finalize /usr/local/lib/node_modules/nwb/node_modules/jade/node_modules/commander
72973 silly finalize /usr/local/lib/node_modules/nwb/node_modules/jade/node_modules/mkdirp
72974 silly finalize /usr/local/lib/node_modules/nwb/node_modules/jade
72975 silly finalize /usr/local/lib/node_modules/nwb/node_modules/js-base64
72976 silly finalize /usr/local/lib/node_modules/nwb/node_modules/js-tokens
72977 silly finalize /usr/local/lib/node_modules/nwb/node_modules/js-yaml/node_modules/esprima
72978 silly finalize /usr/local/lib/node_modules/nwb/node_modules/jsbn
72979 silly finalize /usr/local/lib/node_modules/nwb/node_modules/jodid25519
72980 silly finalize /usr/local/lib/node_modules/nwb/node_modules/ecc-jsbn
72981 silly finalize /usr/local/lib/node_modules/nwb/node_modules/jsesc
72982 silly finalize /usr/local/lib/node_modules/nwb/node_modules/json-loader
72983 silly finalize /usr/local/lib/node_modules/nwb/node_modules/json-schema
72984 silly finalize /usr/local/lib/node_modules/nwb/node_modules/json-stringify-safe
72985 silly finalize /usr/local/lib/node_modules/nwb/node_modules/json3
72986 silly finalize /usr/local/lib/node_modules/nwb/node_modules/json5
72987 silly finalize /usr/local/lib/node_modules/nwb/node_modules/jsonfile
72988 silly finalize /usr/local/lib/node_modules/nwb/node_modules/jsonpointer
72989 silly finalize /usr/local/lib/node_modules/nwb/node_modules/karma-coverage/node_modules/minimatch
72990 silly finalize /usr/local/lib/node_modules/nwb/node_modules/karma-mocha
72991 silly finalize /usr/local/lib/node_modules/nwb/node_modules/karma-phantomjs-launcher/node_modules/lodash
72992 silly finalize /usr/local/lib/node_modules/nwb/node_modules/karma-phantomjs-launcher
72993 silly finalize /usr/local/lib/node_modules/nwb/node_modules/karma-sourcemap-loader
72994 silly finalize /usr/local/lib/node_modules/nwb/node_modules/karma-webpack/node_modules/async
72995 silly finalize /usr/local/lib/node_modules/nwb/node_modules/karma-webpack/node_modules/source-map
72996 silly finalize /usr/local/lib/node_modules/nwb/node_modules/karma/node_modules/core-js
72997 silly finalize /usr/local/lib/node_modules/nwb/node_modules/karma/node_modules/minimatch
72998 silly finalize /usr/local/lib/node_modules/nwb/node_modules/kew
72999 silly finalize /usr/local/lib/node_modules/nwb/node_modules/kind-of
73000 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-number
73001 silly finalize /usr/local/lib/node_modules/nwb/node_modules/klaw
73002 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lazy-cache
73003 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lcid
73004 silly finalize /usr/local/lib/node_modules/nwb/node_modules/leven
73005 silly finalize /usr/local/lib/node_modules/nwb/node_modules/babel-plugin-undeclared-variables-check
73006 silly finalize /usr/local/lib/node_modules/nwb/node_modules/loader-utils/node_modules/json5
73007 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash
73008 silly finalize /usr/local/lib/node_modules/nwb/node_modules/babel-plugin-proto-to-assign
73009 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._arraycopy
73010 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._arrayeach
73011 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._basecopy
73012 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._basefind
73013 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._basefindindex
73014 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._basefor
73015 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._bindcallback
73016 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._getnative
73017 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._isiterateecall
73018 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._replaceholders
73019 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._root
73020 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._createwrapper
73021 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.deburr
73022 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.isarguments
73023 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.isarray
73024 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.isequal/node_modules/lodash.keys
73025 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.isequal
73026 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.istypedarray
73027 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.keys
73028 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._baseisequal
73029 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._baseeach
73030 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.keysin
73031 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.isplainobject
73032 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.pairs
73033 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._basecallback
73034 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.find
73035 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.restparam
73036 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.partial
73037 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._createassigner
73038 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.toplainobject
73039 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.merge
73040 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.words
73041 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash._createcompounder
73042 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lodash.camelcase
73043 silly finalize /usr/local/lib/node_modules/nwb/node_modules/log4js/node_modules/isarray
73044 silly finalize /usr/local/lib/node_modules/nwb/node_modules/longest
73045 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lower-case
73046 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-lower-case
73047 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lower-case-first
73048 silly finalize /usr/local/lib/node_modules/nwb/node_modules/lru-cache
73049 silly finalize /usr/local/lib/node_modules/nwb/node_modules/map-obj
73050 silly finalize /usr/local/lib/node_modules/nwb/node_modules/camelcase-keys
73051 silly finalize /usr/local/lib/node_modules/nwb/node_modules/maxstache
73052 silly finalize /usr/local/lib/node_modules/nwb/node_modules/media-typer
73053 silly finalize /usr/local/lib/node_modules/nwb/node_modules/merge-descriptors
73054 silly finalize /usr/local/lib/node_modules/nwb/node_modules/methods
73055 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mime
73056 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mime-db
73057 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mime-types
73058 silly finalize /usr/local/lib/node_modules/nwb/node_modules/form-data
73059 silly finalize /usr/local/lib/node_modules/nwb/node_modules/min-document
73060 silly finalize /usr/local/lib/node_modules/nwb/node_modules/minimatch
73061 silly finalize /usr/local/lib/node_modules/nwb/node_modules/minimist
73062 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mkdirp/node_modules/minimist
73063 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mkdirp
73064 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mocha/node_modules/commander
73065 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mocha/node_modules/diff
73066 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mocha/node_modules/escape-string-regexp
73067 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mocha/node_modules/supports-color
73068 silly finalize /usr/local/lib/node_modules/nwb/node_modules/ms
73069 silly finalize /usr/local/lib/node_modules/nwb/node_modules/debug
73070 silly finalize /usr/local/lib/node_modules/nwb/node_modules/mute-stream
73071 silly finalize /usr/local/lib/node_modules/nwb/node_modules/nan
73072 silly finalize /usr/local/lib/node_modules/nwb/node_modules/fsevents
73073 silly finalize /usr/local/lib/node_modules/nwb/node_modules/negotiator
73074 silly finalize /usr/local/lib/node_modules/nwb/node_modules/accepts
73075 silly finalize /usr/local/lib/node_modules/nwb/node_modules/no-case
73076 silly finalize /usr/local/lib/node_modules/nwb/node_modules/dot-case
73077 silly finalize /usr/local/lib/node_modules/nwb/node_modules/node-libs-browser/node_modules/isarray
73078 silly finalize /usr/local/lib/node_modules/nwb/node_modules/node-libs-browser/node_modules/process
73079 silly finalize /usr/local/lib/node_modules/nwb/node_modules/node-uuid
73080 silly finalize /usr/local/lib/node_modules/nwb/node_modules/nomnomnomnom/node_modules/ansi-styles
73081 silly finalize /usr/local/lib/node_modules/nwb/node_modules/nomnomnomnom/node_modules/strip-ansi
73082 silly finalize /usr/local/lib/node_modules/nwb/node_modules/nomnomnomnom/node_modules/chalk
73083 silly finalize /usr/local/lib/node_modules/nwb/node_modules/noop2
73084 silly finalize /usr/local/lib/node_modules/nwb/node_modules/nopt
73085 silly finalize /usr/local/lib/node_modules/nwb/node_modules/normalize-path
73086 silly finalize /usr/local/lib/node_modules/nwb/node_modules/normalize-range
73087 silly finalize /usr/local/lib/node_modules/nwb/node_modules/nth-check
73088 silly finalize /usr/local/lib/node_modules/nwb/node_modules/css-select
73089 silly finalize /usr/local/lib/node_modules/nwb/node_modules/num2fraction
73090 silly finalize /usr/local/lib/node_modules/nwb/node_modules/number-is-nan
73091 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-fullwidth-code-point
73092 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-finite
73093 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-integer
73094 silly finalize /usr/local/lib/node_modules/nwb/node_modules/indent-string/node_modules/repeating
73095 silly finalize /usr/local/lib/node_modules/nwb/node_modules/indent-string
73096 silly finalize /usr/local/lib/node_modules/nwb/node_modules/code-point-at
73097 silly finalize /usr/local/lib/node_modules/nwb/node_modules/oauth-sign
73098 silly finalize /usr/local/lib/node_modules/nwb/node_modules/object-assign
73099 silly finalize /usr/local/lib/node_modules/nwb/node_modules/loader-utils
73100 silly finalize /usr/local/lib/node_modules/nwb/node_modules/file-loader
73101 silly finalize /usr/local/lib/node_modules/nwb/node_modules/figures
73102 silly finalize /usr/local/lib/node_modules/nwb/node_modules/object-component
73103 silly finalize /usr/local/lib/node_modules/nwb/node_modules/object-inspect
73104 silly finalize /usr/local/lib/node_modules/nwb/node_modules/object-keys
73105 silly finalize /usr/local/lib/node_modules/nwb/node_modules/define-properties
73106 silly finalize /usr/local/lib/node_modules/nwb/node_modules/object.entries
73107 silly finalize /usr/local/lib/node_modules/nwb/node_modules/is-equal
73108 silly finalize /usr/local/lib/node_modules/nwb/node_modules/object.omit
73109 silly finalize /usr/local/lib/node_modules/nwb/node_modules/on-finished
73110 silly finalize /usr/local/lib/node_modules/nwb/node_modules/onetime
73111 silly finalize /usr/local/lib/node_modules/nwb/node_modules/optimist/node_modules/minimist
73112 silly finalize /usr/local/lib/node_modules/nwb/node_modules/optionator/node_modules/wordwrap
73113 silly finalize /usr/local/lib/node_modules/nwb/node_modules/options
73114 silly finalize /usr/local/lib/node_modules/nwb/node_modules/os-browserify
73115 silly finalize /usr/local/lib/node_modules/nwb/node_modules/os-locale
73116 silly finalize /usr/local/lib/node_modules/nwb/node_modules/os-shim
73117 silly finalize /usr/local/lib/node_modules/nwb/node_modules/os-tmpdir
73118 silly finalize /usr/local/lib/node_modules/nwb/node_modules/output-file-sync
